StartDate,EndDate,Status,IPAddress,Duration (in seconds),Finished,RecordedDate,ResponseId,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q2,Q3,Q4,Q5,Q6_1,Q6_2,Q6_3,Q6_4,Q6_5,Q6_6,Q6_7,Q7,Q8
06/03/2019 11:27,06/03/2019 12:17,IP Address,<removed>,3010,TRUE,06/03/2019 12:17,63585652661,<removed>,<removed>,email,EN,Undergraduate student,UBC-Vancouver,I have visited UBC Library in person,David Lam Management Research Library / Canaccord Learning Commons,9,,,,,,,,,
06/03/2019 12:08,06/03/2019 12:17,IP Address,<removed>,509,TRUE,06/03/2019 12:17,24676303544,<removed>,<removed>,email,EN,Undergraduate student,UBC-Vancouver,"I have used the UBC Library website or online services,I have visited UBC Library in person","Irving K. Barber Learning Centre (Chapman Learning Commons / Music, Art & Architecture Library)",8,Somewhat satisfied,Somewhat dissatisfied,Very satisfied,Somewhat satisfied,Very satisfied,Very satisfied,Somewhat dissatisfied,,7
06/03/2019 12:10,06/03/2019 12:17,IP Address,<removed>,434,TRUE,06/03/2019 12:17,17914841886,<removed>,<removed>,email,EN,Undergraduate student,UBC-Vancouver,"I have used the UBC Library website or online services,I have visited UBC Library in person",Woodward Library,9,Very satisfied,No opinion,No opinion,Very satisfied,Very satisfied,No opinion,Very satisfied,Cinahl,9
06/03/2019 11:30,06/03/2019 12:17,IP Address,<removed>,2851,TRUE,06/03/2019 12:17,58863132072,<removed>,<removed>,email,EN,Undergraduate student,UBC-Okanagan,"I have used the UBC Library website or online services,I have visited UBC Library in person",The Commons (Okanagan),9,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,,9
06/03/2019 12:07,06/03/2019 12:18,IP Address,<removed>,660,TRUE,06/03/2019 12:19,8559463453,<removed>,<removed>,email,EN,Undergraduate student,UBC-Okanagan,"I have used the UBC Library website or online services,I have visited UBC Library in person",The Commons (Okanagan),7,Somewhat satisfied,Somewhat dissatisfied,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Somewhat dissatisfied,Somewhat satisfied,"somewhat content, calm, good",6
06/03/2019 12:08,06/03/2019 12:19,IP Address,<removed>,657,TRUE,06/03/2019 12:19,43766580727,<removed>,<removed>,email,EN,Undergraduate student,UBC-Okanagan,I have used the UBC Library website or online services,,,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,"Helpful, knowledgeable ",8
06/03/2019 12:11,06/03/2019 12:19,IP Address,<removed>,468,TRUE,06/03/2019 12:19,25347084540,<removed>,<removed>,email,EN,Undergraduate student,UBC-Okanagan,I have used the UBC Library website or online services,,,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,"confusing, good, helpful",8
06/03/2019 11:57,06/03/2019 12:20,IP Address,<removed>,1374,TRUE,06/03/2019 12:20,27677448297,<removed>,<removed>,email,EN,Undergraduate student,UBC-Vancouver,"I have used the UBC Library website or online services,I have visited UBC Library in person","Irving K. Barber Learning Centre (Chapman Learning Commons / Music, Art & Architecture Library)",8,Somewhat satisfied,Very satisfied,No opinion,Somewhat satisfied,Somewhat satisfied,No opinion,Very satisfied,"Friendly, comforting, pleasant ",8
06/03/2019 12:15,06/03/2019 12:20,IP Address,<removed>,293,TRUE,06/03/2019 12:20,97887380435,<removed>,<removed>,email,EN,Undergraduate student,UBC-Vancouver,I have used the UBC Library website or online services,,,Somewhat satisfied,Very satisfied,Somewhat satisfied,Very satisfied,Very satisfied,Somewhat satisfied,Somewhat dissatisfied,"confusing, comprehensive",8
06/03/2019 12:15,06/03/2019 12:20,IP Address,<removed>,317,TRUE,06/03/2019 12:20,82956775747,<removed>,<removed>,email,EN,Undergraduate student,UBC-Okanagan,I have used the UBC Library website or online services,,,No opinion,No opinion,Somewhat satisfied,Very satisfied,Very satisfied,No opinion,Somewhat dissatisfied,,7
06/03/2019 12:07,06/03/2019 12:21,IP Address,<removed>,849,TRUE,06/03/2019 12:21,12078178459,<removed>,<removed>,email,EN,Undergraduate student,UBC-Vancouver,"I have used the UBC Library website or online services,I have visited UBC Library in person",Koerner Library,9,Somewhat satisfied,No opinion,Very satisfied,Somewhat satisfied,No opinion,Somewhat satisfied,Somewhat dissatisfied,"Pleasant, enjoyable, helpful",6
06/03/2019 12:14,06/03/2019 12:21,IP Address,<removed>,446,TRUE,06/03/2019 12:21,25488016576,<removed>,<removed>,email,EN,Undergraduate student,UBC-Vancouver,"I have used the UBC Library website or online services,I have visited UBC Library in person",Biomedical Branch Library (Vancouver General Hospital),7,Somewhat dissatisfied,Somewhat dissatisfied,Somewhat dissatisfied,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,,8
06/03/2019 12:15,06/03/2019 12:21,IP Address,<removed>,414,TRUE,06/03/2019 12:21,5567184522,<removed>,<removed>,email,EN,Undergraduate student,UBC-Vancouver,"I have used the UBC Library website or online services,I have visited UBC Library in person",David Lam Management Research Library / Canaccord Learning Commons,9,No opinion,No opinion,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,No opinion,Somewhat satisfied,"slow, simple",6
06/03/2019 12:17,06/03/2019 12:24,IP Address,<removed>,398,TRUE,06/03/2019 12:24,21363573680,<removed>,<removed>,email,EN,Undergraduate student,UBC-Vancouver,"I have used the UBC Library website or online services,I have visited UBC Library in person","Irving K. Barber Learning Centre (Chapman Learning Commons / Music, Art & Architecture Library)",9,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Very satisfied,Very satisfied,Very satisfied,Somewhat satisfied,"Calm, inspiring, motivating",8
06/03/2019 12:11,06/03/2019 12:24,IP Address,<removed>,762,TRUE,06/03/2019 12:24,78608866024,<removed>,<removed>,email,EN,Undergraduate student,UBC-Vancouver,"I have used the UBC Library website or online services,I have visited UBC Library in person",Biomedical Branch Library (Vancouver General Hospital),6,Somewhat satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Somewhat dissatisfied,Somewhat satisfied,,7
06/03/2019 12:20,06/03/2019 12:25,IP Address,<removed>,263,TRUE,06/03/2019 12:25,19853594723,<removed>,<removed>,email,EN,Undergraduate student,UBC-Vancouver,I have visited UBC Library in person,"Irving K. Barber Learning Centre (Chapman Learning Commons / Music, Art & Architecture Library)",8,,,,,,,,,
06/03/2019 12:20,06/03/2019 12:26,IP Address,<removed>,349,TRUE,06/03/2019 12:26,56397745992,<removed>,<removed>,email,EN,Undergraduate student,UBC-Vancouver,"I have used the UBC Library website or online services,I have visited UBC Library in person",Education Library,8,Very satisfied,Somewhat satisfied,Somewhat satisfied,Very satisfied,Very satisfied,No opinion,No opinion,,8
06/03/2019 11:56,06/03/2019 12:27,IP Address,<removed>,1848,TRUE,06/03/2019 12:27,80282087687,<removed>,<removed>,email,EN,Undergraduate student,UBC-Okanagan,"I have used the UBC Library website or online services,I have visited UBC Library in person",UBC Okanagan Library,8,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Very satisfied,Somewhat satisfied,Somewhat satisfied,"Broad, educational, helpful ",8
06/03/2019 12:24,06/03/2019 12:29,IP Address,<removed>,272,TRUE,06/03/2019 12:29,69070630169,<removed>,<removed>,email,EN,Undergraduate student,UBC-Vancouver,"I have used the UBC Library website or online services,I have visited UBC Library in person",Koerner Library,8,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,"Calm, welcoming, intellectual ",8
06/03/2019 11:49,06/03/2019 12:29,IP Address,<removed>,2403,TRUE,06/03/2019 12:29,23295961197,<removed>,<removed>,email,EN,Undergraduate student,UBC-Okanagan,"I have used the UBC Library website or online services,I have visited UBC Library in person",UBC Okanagan Library,6,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,No opinion,Somewhat satisfied,"clear, organized, understandable",8
06/03/2019 12:20,06/03/2019 12:31,IP Address,<removed>,667,TRUE,06/03/2019 12:31,46664996946,<removed>,<removed>,email,EN,Undergraduate student,UBC-Okanagan,"I have used the UBC Library website or online services,I have visited UBC Library in person",UBC Okanagan Library,7,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Very satisfied,,7
06/03/2019 12:08,06/03/2019 12:32,IP Address,<removed>,1469,TRUE,06/03/2019 12:32,27628935982,<removed>,<removed>,email,EN,Undergraduate student,UBC-Vancouver,"I have used the UBC Library website or online services,I have visited UBC Library in person",Koerner Library,8,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,"Sufficient, but promising.",7
06/03/2019 12:34,06/03/2019 12:37,IP Address,<removed>,167,TRUE,06/03/2019 12:37,31478446236,<removed>,<removed>,email,EN,Undergraduate student,UBC-Vancouver,I have used the UBC Library website or online services,,,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Fair-,6
06/03/2019 12:28,06/03/2019 12:37,IP Address,<removed>,538,TRUE,06/03/2019 12:37,67691833719,<removed>,<removed>,email,EN,Undergraduate student,UBC-Vancouver,"I have used the UBC Library website or online services,I have visited UBC Library in person","Irving K. Barber Learning Centre (Chapman Learning Commons / Music, Art & Architecture Library)",10,Very satisfied,Somewhat satisfied,Very satisfied,Very satisfied,Very satisfied,Somewhat satisfied,Very satisfied,,10
06/03/2019 11:45,06/03/2019 12:40,IP Address,<removed>,3283,TRUE,06/03/2019 12:40,14957983016,<removed>,<removed>,email,EN,Undergraduate student,UBC-Okanagan,"I have used the UBC Library website or online services,I have visited UBC Library in person",UBC Okanagan Library,7,Somewhat satisfied,Somewhat dissatisfied,Somewhat satisfied,Very dissatisfied,Somewhat dissatisfied,Somewhat satisfied,Very dissatisfied,good ,5
06/03/2019 12:22,06/03/2019 12:42,IP Address,<removed>,1232,TRUE,06/03/2019 12:42,10555916895,<removed>,<removed>,email,EN,Undergraduate student,UBC-Vancouver,"I have used the UBC Library website or online services,I have visited UBC Library in person","Irving K. Barber Learning Centre (Chapman Learning Commons / Music, Art & Architecture Library)",9,Somewhat satisfied,Somewhat satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Somewhat satisfied,"experience required, a bit chaotic",9
06/03/2019 12:32,06/03/2019 12:43,IP Address,<removed>,649,TRUE,06/03/2019 12:43,45852217256,<removed>,<removed>,email,EN,Undergraduate student,UBC-Vancouver,I have used the UBC Library website or online services,,,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,No opinion,Very satisfied,"user friendly, easy ",8
06/03/2019 11:28,06/03/2019 12:44,IP Address,<removed>,4568,TRUE,06/03/2019 12:44,83261227208,<removed>,<removed>,email,EN,Undergraduate student,UBC-Okanagan,I have used the UBC Library website or online services,,,Somewhat satisfied,Somewhat dissatisfied,Very satisfied,Very satisfied,Very satisfied,Somewhat satisfied,Very satisfied,"Convenient, accessible ",9
06/03/2019 12:37,06/03/2019 12:45,IP Address,<removed>,485,TRUE,06/03/2019 12:45,40604004608,<removed>,<removed>,email,EN,Undergraduate student,UBC-Vancouver,"I have used the UBC Library website or online services,I have visited UBC Library in person",Koerner Library,8,Somewhat satisfied,Somewhat satisfied,Very satisfied,Somewhat satisfied,No opinion,No opinion,Somewhat satisfied,Quick specific trusted,8
06/03/2019 12:38,06/03/2019 12:47,IP Address,<removed>,557,TRUE,06/03/2019 12:47,85306891892,<removed>,<removed>,email,EN,Undergraduate student,UBC-Vancouver,"I have used the UBC Library website or online services,I have visited UBC Library in person","Irving K. Barber Learning Centre (Chapman Learning Commons / Music, Art & Architecture Library)",8,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,"Simple, easy, clean",9
06/03/2019 12:37,06/03/2019 12:47,IP Address,<removed>,585,TRUE,06/03/2019 12:47,65170007073,<removed>,<removed>,email,EN,Undergraduate student,UBC-Vancouver,"I have used the UBC Library website or online services,I have visited UBC Library in person",Education Library,7,Somewhat satisfied,Very satisfied,Somewhat satisfied,Very satisfied,Somewhat satisfied,Very satisfied,Very satisfied,"useful, infrequent",8
27/02/2019 14:52,06/03/2019 12:47,IP Address,<removed>,597294,TRUE,06/03/2019 12:47,65695744163,<removed>,<removed>,email,EN,Undergraduate student,UBC-Okanagan,"I have used the UBC Library website or online services,I have visited UBC Library in person",UBC Okanagan Library,8,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Functional,8
06/03/2019 12:42,06/03/2019 12:48,IP Address,<removed>,325,TRUE,06/03/2019 12:48,1528585416,<removed>,<removed>,email,EN,Undergraduate student,UBC-Okanagan,I have visited UBC Library in person,The Commons (Okanagan),8,,,,,,,,,
06/03/2019 12:39,06/03/2019 12:49,IP Address,<removed>,595,TRUE,06/03/2019 12:49,30424040145,<removed>,<removed>,email,EN,Undergraduate student,UBC-Vancouver,"I have used the UBC Library website or online services,I have visited UBC Library in person",Koerner Library,7,Very satisfied,No opinion,Somewhat satisfied,Somewhat satisfied,No opinion,No opinion,Very satisfied,,9
06/03/2019 12:44,06/03/2019 12:51,IP Address,<removed>,451,TRUE,06/03/2019 12:51,1737744455,<removed>,<removed>,email,EN,Undergraduate student,UBC-Vancouver,"I have used the UBC Library website or online services,I have visited UBC Library in person",David Lam Management Research Library / Canaccord Learning Commons,8,Very satisfied,Somewhat satisfied,Somewhat satisfied,Very satisfied,Somewhat satisfied,No opinion,Somewhat satisfied,"Simple, straightforward, informative ",8
06/03/2019 12:42,06/03/2019 12:53,IP Address,<removed>,653,TRUE,06/03/2019 12:53,63072745805,<removed>,<removed>,email,EN,Undergraduate student,UBC-Okanagan,"I have used the UBC Library website or online services,I have visited UBC Library in person",UBC Okanagan Library,4,No opinion,No opinion,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,No opinion,Frustrated with availability ,6
06/03/2019 12:49,06/03/2019 12:54,IP Address,<removed>,342,TRUE,06/03/2019 12:54,25901002295,<removed>,<removed>,email,EN,Undergraduate student,UBC-Vancouver,"I have used the UBC Library website or online services,I have visited UBC Library in person","Irving K. Barber Learning Centre (Chapman Learning Commons / Music, Art & Architecture Library)",8,Somewhat satisfied,No opinion,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,No opinion,Somewhat satisfied,"Organized, simple, systematic",9
06/03/2019 12:46,06/03/2019 12:57,IP Address,<removed>,665,TRUE,06/03/2019 12:57,87655784045,<removed>,<removed>,email,EN,Undergraduate student,UBC-Okanagan,"I have used the UBC Library website or online services,I have visited UBC Library in person",UBC Okanagan Library,8,Very satisfied,No opinion,Very satisfied,Very satisfied,Very satisfied,No opinion,Very satisfied,professional,8
06/03/2019 12:22,06/03/2019 12:57,IP Address,<removed>,2131,TRUE,06/03/2019 12:57,55738712360,<removed>,<removed>,email,EN,Undergraduate student,UBC-Okanagan,"I have used the UBC Library website or online services,I have visited UBC Library in person",The Commons (Okanagan),8,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Very satisfied,Somewhat satisfied,Somewhat satisfied,Somewhat dissatisfied,"Tedious, effective ",6
06/03/2019 12:43,06/03/2019 12:59,IP Address,<removed>,980,TRUE,06/03/2019 12:59,63963478231,<removed>,<removed>,email,EN,Undergraduate student,UBC-Okanagan,"I have used the UBC Library website or online services,I have visited UBC Library in person",The Commons (Okanagan),8,Somewhat satisfied,Somewhat satisfied,Very satisfied,Very satisfied,Very satisfied,No opinion,Very satisfied,"welcoming, helpful",9
06/03/2019 12:55,06/03/2019 13:01,IP Address,<removed>,337,TRUE,06/03/2019 13:01,643949661,<removed>,<removed>,email,EN,Undergraduate student,UBC-Vancouver,"I have used the UBC Library website or online services,I have visited UBC Library in person",Law Library,8,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,,10
06/03/2019 12:51,06/03/2019 13:02,IP Address,<removed>,602,TRUE,06/03/2019 13:02,77723629547,<removed>,<removed>,email,EN,Undergraduate student,UBC-Okanagan,"I have used the UBC Library website or online services,I have visited UBC Library in person",The Commons (Okanagan),7,Somewhat satisfied,Very satisfied,Somewhat dissatisfied,Very satisfied,Very satisfied,Somewhat satisfied,Somewhat dissatisfied,"Simple, Helpful",5
06/03/2019 12:38,06/03/2019 13:02,IP Address,<removed>,1459,TRUE,06/03/2019 13:02,44116067198,<removed>,<removed>,email,EN,Undergraduate student,UBC-Vancouver,"I have used the UBC Library website or online services,I have visited UBC Library in person","Irving K. Barber Learning Centre (Chapman Learning Commons / Music, Art & Architecture Library)",7,No opinion,Somewhat satisfied,No opinion,Very satisfied,Somewhat satisfied,No opinion,Somewhat satisfied,"clear, concise, ",8
06/03/2019 13:01,06/03/2019 13:03,IP Address,<removed>,143,TRUE,06/03/2019 13:03,7616741047,<removed>,<removed>,email,EN,Undergraduate student,UBC-Vancouver,I have not visited UBC Library in person or online,,,,,,,,,,,
06/03/2019 12:54,06/03/2019 13:04,IP Address,<removed>,579,TRUE,06/03/2019 13:04,2761699319,<removed>,<removed>,email,EN,Undergraduate student,UBC-Vancouver,"I have used the UBC Library website or online services,I have visited UBC Library in person",Koerner Library,7,Somewhat satisfied,Somewhat satisfied,Very satisfied,Somewhat satisfied,Very satisfied,Somewhat satisfied,Somewhat satisfied,,7
27/02/2019 13:04,27/02/2019 13:04,IP Address,<removed>,22,FALSE,06/03/2019 13:05,23257696471,<removed>,<removed>,email,EN,Undergraduate student,UBC-Okanagan,,,,,,,,,,,,
27/02/2019 13:04,27/02/2019 13:07,IP Address,<removed>,192,FALSE,06/03/2019 13:07,51662855531,<removed>,<removed>,email,EN,Undergraduate student,UBC-Okanagan,"I have used the UBC Library website or online services,I have visited UBC Library in person","UBC Okanagan Library,The Commons (Okanagan)",,,,,,,,,,
27/02/2019 13:08,27/02/2019 13:09,IP Address,<removed>,42,FALSE,06/03/2019 13:09,65900674208,<removed>,<removed>,email,EN,Undergraduate student,UBC-Okanagan,,,,,,,,,,,,
27/02/2019 13:06,27/02/2019 13:09,IP Address,<removed>,221,FALSE,06/03/2019 13:09,15979751203,<removed>,<removed>,email,EN,Undergraduate student,UBC-Okanagan,"I have used the UBC Library website or online services,I have visited UBC Library in person",,,,,,,,,,,
06/03/2019 13:01,06/03/2019 13:11,IP Address,<removed>,571,TRUE,06/03/2019 13:11,97386597355,<removed>,<removed>,email,EN,Undergraduate student,UBC-Vancouver,"I have used the UBC Library website or online services,I have visited UBC Library in person",Law Library,10,Very satisfied,Somewhat satisfied,Very satisfied,Very satisfied,No opinion,Very satisfied,Very satisfied,straightforward,9
06/03/2019 13:07,06/03/2019 13:11,IP Address,<removed>,282,TRUE,06/03/2019 13:11,51336789705,<removed>,<removed>,email,EN,Undergraduate student,UBC-Vancouver,"I have used the UBC Library website or online services,I have visited UBC Library in person",Koerner Library,9,Very satisfied,Somewhat satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,"efficient, simple",10
06/03/2019 12:55,06/03/2019 13:12,IP Address,<removed>,1015,TRUE,06/03/2019 13:12,71159376993,<removed>,<removed>,email,EN,Undergraduate student,UBC-Vancouver,"I have used the UBC Library website or online services,I have visited UBC Library in person","Irving K. Barber Learning Centre (Chapman Learning Commons / Music, Art & Architecture Library)",9,Somewhat satisfied,Somewhat satisfied,No opinion,Very satisfied,Somewhat satisfied,No opinion,Somewhat satisfied,"Easy, Simple, Older",7
06/03/2019 13:01,06/03/2019 13:12,IP Address,<removed>,651,TRUE,06/03/2019 13:12,60309224087,<removed>,<removed>,email,EN,Undergraduate student,UBC-Okanagan,"I have used the UBC Library website or online services,I have visited UBC Library in person",The Commons (Okanagan),9,Somewhat satisfied,Somewhat satisfied,Very satisfied,Very satisfied,Somewhat dissatisfied,No opinion,Somewhat satisfied,,7
27/02/2019 13:06,27/02/2019 13:13,IP Address,<removed>,413,FALSE,06/03/2019 13:13,81835840019,<removed>,<removed>,email,EN,Undergraduate student,UBC-Okanagan,"I have used the UBC Library website or online services,I have visited UBC Library in person",UBC Okanagan Library,,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,,
06/03/2019 13:05,06/03/2019 13:13,IP Address,<removed>,472,TRUE,06/03/2019 13:13,73229069306,<removed>,<removed>,email,EN,Undergraduate student,UBC-Okanagan,"I have used the UBC Library website or online services,I have visited UBC Library in person",UBC Okanagan Library,10,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,"Helpful, progressive, modern",10
06/03/2019 13:07,06/03/2019 13:14,IP Address,<removed>,406,TRUE,06/03/2019 13:14,57984114664,<removed>,<removed>,email,EN,Undergraduate student,UBC-Vancouver,"I have used the UBC Library website or online services,I have visited UBC Library in person","Irving K. Barber Learning Centre (Chapman Learning Commons / Music, Art & Architecture Library)",8,Very satisfied,Very satisfied,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,"Convenient, slow, old-fashioned",6
06/03/2019 12:52,06/03/2019 13:14,IP Address,<removed>,1365,TRUE,06/03/2019 13:14,73582262135,<removed>,<removed>,email,EN,Undergraduate student,UBC-Okanagan,"I have used the UBC Library website or online services,I have visited UBC Library in person",UBC Okanagan Library,8,Very satisfied,No opinion,No opinion,Somewhat satisfied,Very satisfied,No opinion,Somewhat satisfied,"Helpful, informative, study",8
27/02/2019 13:05,06/03/2019 13:16,IP Address,<removed>,605472,TRUE,06/03/2019 13:16,1728614173,<removed>,<removed>,email,EN,Undergraduate student,UBC-Okanagan,"I have used the UBC Library website or online services,I have visited UBC Library in person",The Commons (Okanagan),7,Somewhat satisfied,Very satisfied,Somewhat satisfied,Very satisfied,Very satisfied,Somewhat satisfied,Somewhat satisfied,"crazy, hectic and loud",6
06/03/2019 13:06,06/03/2019 13:18,IP Address,<removed>,678,TRUE,06/03/2019 13:18,74764863433,<removed>,<removed>,email,EN,Undergraduate student,UBC-Okanagan,"I have used the UBC Library website or online services,I have visited UBC Library in person",UBC Okanagan Library,,Very satisfied,No opinion,Somewhat satisfied,Very satisfied,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Easy to use,8
06/03/2019 13:12,06/03/2019 13:18,IP Address,<removed>,334,TRUE,06/03/2019 13:18,36580040006,<removed>,<removed>,email,EN,Undergraduate student,UBC-Okanagan,"I have used the UBC Library website or online services,I have visited UBC Library in person",UBC Okanagan Library,8,Somewhat satisfied,Very satisfied,Somewhat satisfied,Very satisfied,Very satisfied,Somewhat satisfied,Somewhat satisfied,resources available,7
06/03/2019 12:09,06/03/2019 13:18,IP Address,<removed>,4141,TRUE,06/03/2019 13:18,87752174354,<removed>,<removed>,email,EN,Undergraduate student,UBC-Okanagan,"I have used the UBC Library website or online services,I have visited UBC Library in person",The Commons (Okanagan),8,Somewhat satisfied,Somewhat satisfied,No opinion,Somewhat satisfied,Very dissatisfied,No opinion,Somewhat satisfied,"Challenging, involved ",7
06/03/2019 13:15,06/03/2019 13:19,IP Address,<removed>,271,TRUE,06/03/2019 13:19,57485820395,<removed>,<removed>,email,EN,Undergraduate student,UBC-Okanagan,"I have used the UBC Library website or online services,I have visited UBC Library in person",The Commons (Okanagan),7,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,,7
06/03/2019 13:10,06/03/2019 13:19,IP Address,<removed>,560,TRUE,06/03/2019 13:19,1857340791,<removed>,<removed>,email,EN,Undergraduate student,UBC-Okanagan,"I have used the UBC Library website or online services,I have visited UBC Library in person",The Commons (Okanagan),8,Somewhat satisfied,Somewhat satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Somewhat dissatisfied,"Good, Confusing, old",7
06/03/2019 13:19,06/03/2019 13:23,IP Address,<removed>,222,TRUE,06/03/2019 13:23,42855413439,<removed>,<removed>,email,EN,Undergraduate student,UBC-Okanagan,I have not visited UBC Library in person or online,,,,,,,,,,,
27/02/2019 13:22,27/02/2019 13:24,IP Address,<removed>,119,FALSE,06/03/2019 13:24,28186627930,<removed>,<removed>,email,EN,Undergraduate student,UBC-Okanagan,"I have used the UBC Library website or online services,I have visited UBC Library in person",The Commons (Okanagan),,,,,,,,,,
06/03/2019 13:14,06/03/2019 13:26,IP Address,<removed>,754,TRUE,06/03/2019 13:26,37588976483,<removed>,<removed>,email,EN,Undergraduate student,UBC-Vancouver,"I have used the UBC Library website or online services,I have visited UBC Library in person",Koerner Library,8,Somewhat satisfied,No opinion,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,"Informative, accessible, ",8
06/03/2019 13:15,06/03/2019 13:27,IP Address,<removed>,730,TRUE,06/03/2019 13:27,18705089639,<removed>,<removed>,email,EN,Undergraduate student,UBC-Okanagan,"I have used the UBC Library website or online services,I have visited UBC Library in person",UBC Okanagan Library,7,Somewhat dissatisfied,Somewhat satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Somewhat dissatisfied,"forgettable, convoluted, disengaging ",6
06/03/2019 11:46,06/03/2019 13:27,IP Address,<removed>,6041,TRUE,06/03/2019 13:27,91687490299,<removed>,<removed>,email,EN,Undergraduate student,UBC-Vancouver,I have used the UBC Library website or online services,,,Somewhat satisfied,Somewhat satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Somewhat satisfied,,9
27/02/2019 13:20,27/02/2019 13:28,IP Address,<removed>,465,FALSE,06/03/2019 13:28,97072551924,<removed>,<removed>,email,EN,Undergraduate student,UBC-Vancouver,I have visited UBC Library in person,,,,,,,,,,,
06/03/2019 13:21,06/03/2019 13:28,IP Address,<removed>,381,TRUE,06/03/2019 13:28,51854743570,<removed>,<removed>,email,EN,Undergraduate student,UBC-Okanagan,I have not visited UBC Library in person or online,,,,,,,,,,,
27/02/2019 13:27,27/02/2019 13:31,IP Address,<removed>,258,FALSE,06/03/2019 13:32,87240222506,<removed>,<removed>,email,EN,Undergraduate student,UBC-Okanagan,I have visited UBC Library in person,UBC Okanagan Library,8,,,,,,,,,
06/03/2019 11:27,06/03/2019 13:32,IP Address,<removed>,7531,TRUE,06/03/2019 13:32,27950319753,<removed>,<removed>,email,EN,Undergraduate student,UBC-Vancouver,"I have used the UBC Library website or online services,I have visited UBC Library in person",David Lam Management Research Library / Canaccord Learning Commons,9,Very satisfied,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,,9
06/03/2019 13:28,06/03/2019 13:33,IP Address,<removed>,316,TRUE,06/03/2019 13:33,91270970517,<removed>,<removed>,email,EN,Undergraduate student,UBC-Okanagan,"I have used the UBC Library website or online services,I have visited UBC Library in person",UBC Okanagan Library,9,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,"resources, workplace, information",8
06/03/2019 13:26,06/03/2019 13:33,IP Address,<removed>,450,TRUE,06/03/2019 13:33,37893972845,<removed>,<removed>,email,EN,Undergraduate student,UBC-Okanagan,"I have used the UBC Library website or online services,I have visited UBC Library in person",UBC Okanagan Library,10,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Somewhat satisfied,Very satisfied,Very satisfied,"Calm, Caring, Peaceful",10
